	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400

k127_3526154_M_bin.67_5	0	0	0	0	0	0	0	

k127_3526154_M_bin.67_6	0	0	0	0	0	0	0	

k127_3526154_M_bin.67_7	0	0	0	0	0	0	0	

k127_3526154_M_bin.67_8	0	0	0	0	0	0	0	

k127_3526154_M_bin.67_9	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_1	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_2	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_3	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_4	1	0	0	0	0	0	0	

k127_35305683_S_bin.27_5	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_6	0	0	0	0	0	0	0	

k127_35305683_S_bin.27_7	0	0	0	0	0	0	1	

k127_35319976_S_bin.61_1	0	0	0	0	0	0	0	

k127_35319976_S_bin.61_2	0	0	0	0	0	0	0	

k127_35319976_S_bin.61_3	0	0	0	0	0	0	0	

k127_35319976_S_bin.61_4	0	0	0	0	0	0	0	

k127_35319976_S_bin.61_5	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_1	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_10	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_11	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_12	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_13	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_14	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_15	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_16	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_2	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_3	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_4	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_5	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_6	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_7	0	0	1	0	0	0	0	

k127_35325848_S_bin.29_8	0	0	0	0	0	0	0	

k127_35325848_S_bin.29_9	0	0	0	0	0	0	0	

k127_3537556_S_bin.29_1	0	0	0	0	0	0	0	

k127_3537556_S_bin.29_2	0	0	0	0	0	0	0	

k127_3537556_S_bin.29_3	0	0	0	0	0	0	0	

k127_3537556_S_bin.29_4	0	0	0	0	0	0	0	

k127_3537556_S_bin.29_5	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_1	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_2	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_3	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_4	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_5	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_6	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_7	0	0	0	0	0	0	0	

k127_3542913_M_bin.105_8	0	0	0	0	0	0	0	

k127_354345_M_bin.35_1	0	0	0	0	0	0	0	

k127_354345_M_bin.35_2	0	0	0	0	0	0	0	

k127_354345_M_bin.35_3	0	0	0	0	0	0	0	

k127_354345_M_bin.35_4	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_1	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_2	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_3	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_4	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_5	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_6	0	0	0	0	0	0	0	

k127_35460417_S_bin.28_7	0	0	0	0	0	0	0	

k127_3546320_M_bin.21_1	1	0	0	2	1	0	1	

k127_3546320_M_bin.21_2	0	0	0	0	0	0	0	

k127_3546320_M_bin.21_3	0	0	0	0	0	0	0	

k127_3549602_S_bin.29_1	0	0	0	0	0	0	0	

k127_3549602_S_bin.29_2	0	0	0	0	0	0	0	

k127_3549602_S_bin.29_3	0	0	0	0	0	0	0	

k127_35550457_S_bin.28_1	0	0	0	0	0	0	0	

k127_35550457_S_bin.28_2	0	0	0	0	0	0	0	

k127_35550457_S_bin.28_3	0	0	0	0	0	0	0	

k127_3556547_M_bin.8_1	0	0	0	0	0	0	0	

k127_3556547_M_bin.8_2	0	0	0	0	0	0	0	

k127_3556547_M_bin.8_3	0	0	0	0	0	0	0	

k127_3556547_M_bin.8_4	0	0	0	0	0	0	0	

k127_3556547_M_bin.8_5	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_1	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_2	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_3	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_4	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_5	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_6	0	0	0	0	0	0	0	

k127_3557318_S_bin.117_7	0	0	0	0	0	0	0	

k127_35599059_S_bin.61_1	0	0	0	0	0	0	0	

k127_35599059_S_bin.61_2	0	0	0	0	0	0	0	

k127_35599059_S_bin.61_3	0	0	0	0	0	0	0	

k127_35605056_S_bin.117_1	0	0	0	0	0	0	0	

k127_35605056_S_bin.117_2	0	0	0	0	0	0	0	

k127_35605056_S_bin.117_3	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_1	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_10	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_11	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_2	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_3	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_4	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_5	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_6	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_7	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_8	0	0	0	0	0	0	0	

k127_35610277_S_bin.29_9	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_1	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_2	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_3	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_4	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_5	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_6	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_7	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_8	0	0	0	0	0	0	0	

k127_35631658_S_bin.117_9	0	0	0	0	0	0	0	

k127_356545_S_bin.117_1	0	0	0	0	0	0	0	

k127_356545_S_bin.117_10	0	0	0	0	0	0	0	

k127_356545_S_bin.117_11	0	0	0	0	0	0	0	

k127_356545_S_bin.117_12	0	0	0	0	0	0	0	

k127_356545_S_bin.117_2	0	0	0	0	0	0	0	

k127_356545_S_bin.117_3	0	0	0	0	0	0	0	

k127_356545_S_bin.117_4	0	0	0	0	0	0	0	

k127_356545_S_bin.117_5	0	0	0	0	0	0	0	

k127_356545_S_bin.117_6	0	0	0	0	0	0	0	

k127_356545_S_bin.117_7	0	0	0	0	0	0	0	

k127_356545_S_bin.117_8	0	0	0	0	0	0	0	

k127_356545_S_bin.117_9	0	0	0	0	0	0	0	

k127_3565561_M_bin.105_1	0	0	0	0	0	0	0	

k127_3565561_M_bin.105_2	0	0	0	0	0	0	0	

k127_3565561_M_bin.105_3	0	0	0	0	0	0	0	

k127_3565561_M_bin.105_4	0	0	0	0	0	0	0	

k127_3565561_M_bin.105_5	3	3	0	2	1	0	0	

k127_35676188_S_bin.29_1	0	0	0	0	0	0	0	

k127_35676188_S_bin.29_2	0	0	0	0	0	0	0	

k127_35676188_S_bin.29_3	0	0	0	0	0	0	0	

k127_35676188_S_bin.29_4	0	0	0	0	0	0	0	

k127_35680670_S_bin.61_1	0	0	0	0	0	0	0	

k127_35680670_S_bin.61_2	0	0	0	0	0	0	0	

k127_35680670_S_bin.61_3	0	0	0	0	0	0	0	

k127_35680670_S_bin.61_4	0	0	0	0	0	0	0	

k127_3574095_S_bin.29_1	0	0	0	0	0	0	0	

k127_3574095_S_bin.29_2	0	0	0	0	0	0	0	

k127_3574095_S_bin.29_3	0	0	0	0	0	0	0	

k127_3574095_S_bin.29_4	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_1	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_10	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_11	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_12	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_13	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_14	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_15	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_16	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_17	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_18	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_19	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_2	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_20	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_21	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_22	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_23	2	3	3	1	0	2	1	

k127_3576377_M_bin.60_24	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_25	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_26	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_27	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_3	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_4	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_5	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_6	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_7	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_8	0	0	0	0	0	0	0	

k127_3576377_M_bin.60_9	0	0	0	0	0	0	0	

k127_357671_S_bin.117_1	0	0	0	0	0	0	0	

k127_357671_S_bin.117_2	0	0	0	0	0	0	0	

k127_357671_S_bin.117_3	0	0	0	0	0	0	0	

k127_357671_S_bin.117_4	0	0	0	0	0	0	0	

k127_357671_S_bin.117_5	0	0	0	0	0	0	0	

k127_357671_S_bin.117_6	0	0	0	0	0	0	0	

k127_357671_S_bin.117_7	0	0	0	0	0	0	0	

k127_35803347_S_bin.117_1	0	0	0	0	0	0	0	

k127_35803347_S_bin.117_2	0	0	0	0	0	0	0	

k127_35803347_S_bin.117_3	0	0	0	0	0	0	0	

k127_35803347_S_bin.117_4	0	0	0	0	0	0	0	

k127_35803347_S_bin.117_5	0	0	0	0	0	0	0	

k127_35812011_S_bin.29_1	0	0	0	0	0	0	0	

k127_35812011_S_bin.29_2	0	0	1	0	0	0	0	

k127_35812011_S_bin.29_3	0	0	0	0	0	0	0	

k127_35812011_S_bin.29_4	0	0	0	0	0	0	0	

k127_35812011_S_bin.29_5	0	0	0	0	0	0	0	

k127_35818146_S_bin.61_1	0	0	0	0	0	0	0	

k127_35818146_S_bin.61_2	0	0	0	0	0	0	0	

k127_35818146_S_bin.61_3	0	0	0	0	0	0	0	

k127_35818146_S_bin.61_4	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_1	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_2	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_3	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_4	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_5	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_6	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_7	0	0	0	0	0	0	0	

k127_35820596_S_bin.61_8	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_1	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_2	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_3	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_4	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_5	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_6	0	0	0	0	0	0	0	

k127_35830622_S_bin.61_7	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_1	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_2	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_3	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_4	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_5	0	0	0	0	0	0	0	

k127_35852154_S_bin.61_6	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_1	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_2	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_3	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_4	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_5	0	0	0	0	0	0	0	

k127_35854362_S_bin.61_6	0	0	0	0	0	0	0	

k127_35856966_S_bin.29_1	0	0	0	0	0	0	0	

k127_35856966_S_bin.29_2	0	0	0	0	0	0	0	

k127_35856966_S_bin.29_3	0	0	0	0	0	0	0	

k127_35856966_S_bin.29_4	0	0	0	0	0	0	0	

k127_35856966_S_bin.29_5	0	0	0	0	0	0	0	

k127_35859101_S_bin.29_1	0	0	0	0	0	0	0	

k127_35859101_S_bin.29_2	0	0	0	0	0	0	0	

k127_35859101_S_bin.29_3	0	0	0	0	0	0	0	

k127_35859101_S_bin.29_4	0	0	0	0	0	0	0	

k127_35859101_S_bin.29_5	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_1	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_2	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_3	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_4	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_5	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_6	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_7	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_8	0	0	0	0	0	0	0	

k127_35862460_S_bin.117_9	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_1	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_10	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_11	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_12	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_13	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_14	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_2	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_3	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_4	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_5	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_6	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_7	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_8	0	0	0	0	0	0	0	

k127_35873829_S_bin.28_9	0	0	0	0	0	0	0	

k127_35876483_S_bin.29_1	0	0	0	0	0	0	0	

k127_35876483_S_bin.29_2	0	0	0	0	0	0	0	

k127_35876483_S_bin.29_3	0	0	0	0	0	0	0	

k127_35876483_S_bin.29_4	0	0	0	0	0	0	0	

k127_35876483_S_bin.29_5	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_1	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_10	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_11	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_12	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_13	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_14	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_15	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_2	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_3	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_4	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_5	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_6	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_7	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_8	0	0	0	0	0	0	0	

k127_35891833_S_bin.27_9	0	0	0	0	0	0	0	

k127_3589519_M_bin.12_1	0	0	0	0	0	0	0	

k127_3589519_M_bin.12_2	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_1	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_2	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_3	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_4	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_5	0	0	0	0	0	0	0	

k127_3589898_S_bin.27_6	0	0	0	0	0	0	0	

k127_35904511_S_bin.117_1	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_1	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_10	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_11	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_12	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_13	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_14	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_15	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_16	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_17	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_18	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_19	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_2	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_20	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_21	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_22	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_23	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_24	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_25	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_26	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_3	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_4	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_5	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_6	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_7	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_8	0	0	0	0	0	0	0	

k127_35914851_S_bin.28_9	0	0	0	0	0	0	0	

k127_35915598_S_bin.27_1	2	4	4	1	1	3	2	

k127_35915598_S_bin.27_2	0	0	0	0	0	0	0	

k127_35915598_S_bin.27_3	0	0	0	0	0	0	0	

k127_35915598_S_bin.27_4	0	1	4	2	2	1	0	

k127_35917164_S_bin.29_1	0	0	0	0	0	0	0	

k127_35917164_S_bin.29_2	0	0	0	0	0	0	0	

k127_35917164_S_bin.29_3	0	0	0	0	0	0	0	

k127_35917164_S_bin.29_4	0	0	0	0	0	0	0	

k127_35917164_S_bin.29_5	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_1	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_2	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_3	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_4	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_5	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_6	0	0	0	0	0	0	0	

k127_35917882_S_bin.117_7	0	0	0	0	0	0	0	

k127_3592256_M_bin.47_1	0	0	0	0	0	0	0	

k127_3592256_M_bin.47_2	0	0	0	0	0	0	0	

k127_3592256_M_bin.47_3	0	0	0	0	0	0	0	

k127_35929942_S_bin.29_1	4	8	16	2	6	10	5	

k127_35929942_S_bin.29_2	5	3	5	2	4	5	1	

k127_35929942_S_bin.29_3	0	0	0	0	0	0	0	

k127_35932476_S_bin.27_1	0	0	0	0	0	0	0	

k127_35932476_S_bin.27_2	0	0	0	0	0	0	0	

k127_35932476_S_bin.27_3	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_1	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_2	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_3	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_4	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_5	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_6	0	0	0	0	0	0	0	

k127_35969011_S_bin.61_7	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_1	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_10	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_11	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_12	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_13	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_14	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_15	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_16	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_17	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_18	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_19	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_2	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_20	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_21	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_3	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_4	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_5	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_6	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_7	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_8	0	0	0	0	0	0	0	

k127_35985515_S_bin.61_9	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_1	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_2	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_3	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_4	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_5	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_6	0	0	0	0	0	0	0	

k127_35987087_S_bin.29_7	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_1	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_10	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_11	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_12	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_13	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_14	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_15	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_16	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_17	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_18	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_19	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_2	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_20	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_21	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_22	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_23	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_24	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_25	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_26	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_27	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_28	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_29	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_3	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_30	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_31	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_4	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_5	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_6	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_7	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_8	0	0	0	0	0	0	0	

k127_35998899_S_bin.61_9	0	0	0	0	0	0	0	

k127_36003616_S_bin.117_1	0	0	0	0	0	0	0	

k127_36003616_S_bin.117_2	0	0	0	0	0	0	0	

k127_36005664_S_bin.28_1	0	0	0	0	0	0	0	

k127_36005664_S_bin.28_2	0	0	0	0	0	0	0	

k127_36005664_S_bin.28_3	0	0	0	0	0	0	0	

k127_36005664_S_bin.28_4	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_1	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_10	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_11	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_12	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_13	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_14	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_15	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_16	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_17	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_18	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_19	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_2	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_3	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_4	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_5	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_6	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_7	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_8	0	0	0	0	0	0	0	

k127_36019857_S_bin.61_9	0	0	0	0	0	0	0	

k127_36034950_S_bin.27_1	0	0	0	0	0	0	0	

k127_36034950_S_bin.27_2	0	0	0	0	0	0	0	

k127_360414_S_bin.29_1	0	0	0	0	0	0	0	

k127_360414_S_bin.29_2	0	0	0	0	0	0	0	

k127_360414_S_bin.29_3	0	0	0	0	0	0	0	

k127_360414_S_bin.29_4	0	0	0	0	0	0	0	

k127_360414_S_bin.29_5	0	0	0	0	0	0	0	

k127_36046656_S_bin.27_1	0	0	0	0	0	0	0	

k127_36046656_S_bin.27_2	0	0	0	0	0	0	0	

k127_36046656_S_bin.27_3	0	0	0	0	0	0	0	

k127_36046656_S_bin.27_4	1	2	1	1	0	2	0	

k127_36052312_S_bin.117_1	0	0	0	0	0	0	0	

k127_36052312_S_bin.117_2	0	0	0	0	0	0	0	

k127_36052312_S_bin.117_3	0	0	0	0	0	0	0	

k127_36060104_S_bin.117_1	0	0	0	0	0	0	0	

k127_36060104_S_bin.117_2	0	0	0	0	0	0	0	

k127_36060104_S_bin.117_3	0	0	0	0	0	0	0	

k127_36060104_S_bin.117_4	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_1	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_2	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_3	0	0	1	0	0	0	0	

k127_36066629_S_bin.61_4	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_5	0	0	0	0	0	0	0	

k127_36066629_S_bin.61_6	0	0	0	0	0	0	0	

