	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400
k127_20970442_M_bin.67_4	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_5	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_6	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_7	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_8	0	0	0	0	0	0	0	

k127_20970442_M_bin.67_9	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_1	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_10	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_11	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_12	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_13	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_14	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_15	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_16	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_17	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_18	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_19	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_2	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_3	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_4	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_5	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_6	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_7	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_8	0	0	0	0	0	0	0	

k127_20971570_M_bin.12_9	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_1	1	2	2	1	1	2	1	

k127_20976891_M_bin.60_10	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_11	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_12	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_13	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_14	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_15	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_16	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_17	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_18	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_2	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_3	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_4	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_5	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_6	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_7	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_8	0	0	0	0	0	0	0	

k127_20976891_M_bin.60_9	0	0	0	0	0	0	0	

k127_20980300_S_bin.28_1	0	0	0	0	0	0	0	

k127_20980300_S_bin.28_2	0	0	0	0	0	0	0	

k127_20980300_S_bin.28_3	0	0	0	0	0	0	0	

k127_20980300_S_bin.28_4	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_1	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_10	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_11	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_12	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_13	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_14	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_15	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_2	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_3	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_4	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_5	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_6	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_7	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_8	0	0	0	0	0	0	0	

k127_20982432_M_bin.64_9	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_1	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_10	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_2	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_3	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_4	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_5	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_6	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_7	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_8	0	0	0	0	0	0	0	

k127_2098768_S_bin.28_9	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_1	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_2	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_3	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_4	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_5	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_6	0	0	0	0	0	0	0	

k127_20996776_M_bin.12_7	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_1	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_2	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_3	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_4	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_5	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_6	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_7	0	0	0	0	0	0	0	

k127_20999754_M_bin.47_8	0	0	0	0	0	0	0	

k127_21003148_M_bin.8_1	0	0	0	0	0	0	0	

k127_21003148_M_bin.8_2	0	0	0	0	0	0	0	

k127_21003148_M_bin.8_3	0	0	0	0	0	0	0	

k127_21003148_M_bin.8_4	0	0	0	0	0	0	0	

k127_21003148_M_bin.8_5	0	0	0	0	0	0	0	

k127_2100781_M_bin.52_1	0	0	0	0	0	0	0	

k127_2100781_M_bin.52_2	0	0	0	0	0	0	0	

k127_2100781_M_bin.52_3	0	0	0	0	0	0	0	

k127_2100781_M_bin.52_4	0	0	0	0	0	0	0	

k127_2100781_M_bin.52_5	0	0	0	0	0	0	0	

k127_21017099_M_bin.21_1	0	0	0	0	0	0	0	

k127_21017099_M_bin.21_2	0	0	0	0	0	0	0	

k127_21017099_M_bin.21_3	0	0	0	0	0	0	0	

k127_21017099_M_bin.21_4	0	0	0	0	0	0	0	

k127_21017099_M_bin.21_5	0	0	0	0	0	0	0	

k127_210243_M_bin.35_1	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_1	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_10	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_11	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_12	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_13	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_14	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_15	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_16	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_17	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_18	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_2	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_3	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_4	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_5	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_6	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_7	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_8	0	0	0	0	0	0	0	

k127_21029171_M_bin.67_9	0	0	0	0	0	0	0	

k127_21036299_M_bin.47_1	0	0	0	0	0	0	0	

k127_21036299_M_bin.47_2	0	0	0	0	0	0	0	

k127_21036299_M_bin.47_3	0	0	0	0	0	0	0	

k127_21036299_M_bin.47_4	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_1	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_2	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_3	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_4	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_5	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_6	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_7	0	0	0	0	0	0	0	

k127_21036826_S_bin.61_8	0	0	0	0	0	0	0	

k127_21040258_M_bin.12_1	0	0	0	0	0	0	0	

k127_21040258_M_bin.12_2	0	0	0	0	0	0	0	

k127_21040258_M_bin.12_3	0	0	0	0	0	0	0	

k127_21040258_M_bin.12_4	0	0	0	0	0	0	0	

k127_21040258_M_bin.12_5	0	0	0	0	0	0	0	

k127_21062672_S_bin.117_1	0	0	0	0	0	0	0	

k127_21062672_S_bin.117_2	0	0	0	0	0	0	0	

k127_21062672_S_bin.117_3	0	0	0	0	0	0	0	

k127_21062672_S_bin.117_4	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_1	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_2	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_3	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_4	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_5	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_6	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_7	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_8	0	0	0	0	0	0	0	

k127_21065964_S_bin.28_9	0	0	0	0	0	0	0	

k127_21066873_S_bin.27_1	0	0	0	0	0	0	0	

k127_21066873_S_bin.27_2	1	1	0	2	1	1	3	

k127_21066873_S_bin.27_3	6	7	5	2	6	12	7	

k127_21066873_S_bin.27_4	0	1	0	0	0	1	1	

k127_21066873_S_bin.27_5	0	0	0	0	0	0	0	

k127_21066873_S_bin.27_6	0	0	0	0	0	0	0	

k127_21066873_S_bin.27_7	0	0	0	0	0	0	0	

k127_21066873_S_bin.27_8	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_1	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_2	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_3	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_4	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_5	0	0	0	0	0	0	0	

k127_21068449_M_bin.105_6	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_1	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_2	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_3	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_4	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_5	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_6	0	0	0	0	0	0	0	

k127_21073081_M_bin.67_7	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_1	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_2	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_3	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_4	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_5	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_6	0	0	0	0	0	0	0	

k127_21077884_S_bin.29_7	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_1	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_2	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_3	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_4	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_5	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_6	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_7	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_8	0	0	0	0	0	0	0	

k127_2108707_M_bin.52_9	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_1	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_10	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_11	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_2	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_3	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_4	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_5	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_6	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_7	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_8	0	0	0	0	0	0	0	

k127_21093611_S_bin.61_9	0	0	0	0	0	0	0	

k127_21100220_M_bin.12_1	0	0	0	0	0	0	0	

k127_21100220_M_bin.12_2	0	0	0	0	0	0	0	

k127_21100220_M_bin.12_3	0	0	0	0	0	0	0	

k127_21100220_M_bin.12_4	0	0	0	0	0	0	0	

k127_21105718_M_bin.67_1	0	0	0	0	0	0	0	

k127_21105718_M_bin.67_2	0	0	0	0	0	0	0	

k127_21105718_M_bin.67_3	0	0	0	0	0	0	0	

k127_21105718_M_bin.67_4	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_1	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_10	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_11	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_12	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_13	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_14	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_15	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_16	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_17	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_18	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_19	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_2	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_20	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_21	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_22	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_23	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_24	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_25	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_26	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_3	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_4	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_5	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_6	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_7	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_8	0	0	0	0	0	0	0	

k127_21120837_S_bin.28_9	0	0	0	0	0	0	0	

k127_21129537_M_bin.21_1	0	0	0	0	0	0	0	

k127_21129537_M_bin.21_2	1	1	1	2	0	1	0	

k127_21129537_M_bin.21_3	0	0	0	0	0	0	0	

k127_21129537_M_bin.21_4	0	0	0	0	0	0	0	

k127_21129537_M_bin.21_5	0	0	0	0	1	0	2	

k127_21133786_S_bin.28_1	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_10	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_11	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_12	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_13	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_14	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_15	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_16	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_17	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_2	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_3	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_4	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_5	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_6	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_7	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_8	0	0	0	0	0	0	0	

k127_21133786_S_bin.28_9	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_1	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_10	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_2	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_3	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_4	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_5	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_6	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_7	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_8	0	0	0	0	0	0	0	

k127_21146161_S_bin.27_9	0	0	0	0	0	0	0	

k127_211547_M_bin.8_1	0	0	0	0	0	0	0	

k127_211547_M_bin.8_2	0	0	0	0	0	0	0	

k127_211547_M_bin.8_3	0	0	0	0	0	0	0	

k127_211547_M_bin.8_4	0	0	0	0	0	0	0	

k127_211547_M_bin.8_5	0	0	0	0	0	0	0	

k127_211547_M_bin.8_6	0	0	0	0	0	0	0	

k127_211547_M_bin.8_7	0	0	0	0	0	0	0	

k127_211547_M_bin.8_8	0	0	0	0	0	0	0	

k127_211547_M_bin.8_9	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_1	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_2	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_3	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_4	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_5	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_6	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_7	0	0	0	0	0	0	0	

k127_21162352_M_bin.52_8	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_1	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_2	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_3	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_4	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_5	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_6	0	0	0	0	0	0	0	

k127_21163636_S_bin.61_7	0	0	0	0	0	0	0	

k127_21164496_S_bin.61_1	0	0	1	0	0	0	0	

k127_21164496_S_bin.61_2	0	0	0	0	0	0	0	

k127_21164496_S_bin.61_3	0	0	0	0	0	0	0	

k127_21164496_S_bin.61_4	0	0	0	0	0	0	0	

k127_21166726_M_bin.47_1	0	0	0	0	0	0	0	

k127_21166726_M_bin.47_2	0	0	0	0	0	0	0	

k127_21166726_M_bin.47_3	0	0	0	0	0	0	0	

k127_21166726_M_bin.47_4	0	0	0	0	0	0	0	

k127_21166735_S_bin.27_1	0	0	0	0	0	0	0	

k127_21166735_S_bin.27_2	0	0	0	0	0	0	0	

k127_21166735_S_bin.27_3	0	0	0	0	0	0	0	

k127_21166735_S_bin.27_4	0	0	0	0	0	0	0	

k127_21166735_S_bin.27_5	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_1	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_2	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_3	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_4	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_5	0	0	0	0	0	0	0	

k127_21169885_M_bin.47_6	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_1	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_2	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_3	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_4	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_5	0	0	0	0	0	0	0	

k127_21171257_S_bin.29_6	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_1	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_2	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_3	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_4	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_5	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_6	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_7	0	0	0	0	0	0	0	

k127_21173811_M_bin.21_8	8	12	3	4	3	4	3	

k127_21173811_M_bin.21_9	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_1	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_2	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_3	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_4	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_5	0	0	0	0	0	0	0	

k127_21174293_M_bin.12_6	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_1	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_10	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_11	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_12	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_13	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_14	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_15	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_2	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_3	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_4	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_5	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_6	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_7	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_8	0	0	0	0	0	0	0	

k127_21176811_S_bin.117_9	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_1	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_2	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_3	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_4	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_5	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_6	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_7	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_8	0	0	0	0	0	0	0	

k127_21178016_S_bin.27_9	2	0	1	0	1	1	0	

k127_21178586_S_bin.117_1	0	0	0	0	0	0	0	

k127_21178586_S_bin.117_2	0	0	0	0	0	0	0	

k127_21178586_S_bin.117_3	0	0	0	0	0	0	0	

k127_21178586_S_bin.117_4	0	0	0	0	0	0	0	

k127_21189137_M_bin.52_1	0	0	0	0	0	0	0	

k127_21189137_M_bin.52_2	0	0	0	0	0	0	0	

k127_21189137_M_bin.52_3	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_1	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_10	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_11	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_12	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_2	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_3	1	1	0	0	0	1	1	

k127_21189923_S_bin.27_4	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_5	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_6	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_7	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_8	0	0	0	0	0	0	0	

k127_21189923_S_bin.27_9	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_1	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_2	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_3	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_4	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_5	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_6	0	0	0	0	0	0	0	

k127_21190171_M_bin.47_7	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_1	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_2	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_3	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_4	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_5	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_6	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_7	0	0	0	0	0	0	0	

k127_21192878_M_bin.52_8	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_1	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_2	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_3	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_4	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_5	0	0	0	0	0	0	0	

k127_21193050_M_bin.105_6	0	0	0	0	0	0	0	

k127_21201007_S_bin.61_1	0	0	0	0	0	0	0	

k127_21201007_S_bin.61_2	0	0	0	0	0	0	0	

k127_21201007_S_bin.61_3	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_1	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_2	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_3	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_4	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_5	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_6	0	0	0	0	0	0	0	

k127_21204545_M_bin.8_7	0	0	0	0	0	0	0	

k127_21207677_S_bin.29_1	0	0	0	0	0	0	0	

k127_21207677_S_bin.29_2	0	0	0	0	0	0	0	

k127_21207677_S_bin.29_3	0	0	0	0	0	0	0	

k127_21208747_S_bin.117_1	0	0	0	0	0	0	0	

k127_21208747_S_bin.117_2	0	0	0	0	0	0	0	

k127_21208747_S_bin.117_3	0	0	0	0	0	0	0	

k127_21208747_S_bin.117_4	0	0	0	0	0	0	0	

k127_21208747_S_bin.117_5	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_1	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_2	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_3	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_4	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_5	0	0	0	0	0	0	0	

k127_21208783_M_bin.50_6	0	0	0	0	0	0	0	

k127_21209422_M_bin.105_1	0	0	0	0	0	0	0	

k127_21209422_M_bin.105_2	0	1	0	0	0	0	0	

k127_21209422_M_bin.105_3	0	0	0	0	0	0	0	

k127_21209422_M_bin.105_4	0	0	0	0	0	0	0	

k127_21210817_M_bin.12_1	0	0	0	0	0	0	0	

k127_21210817_M_bin.12_2	0	0	0	0	0	0	0	

k127_21210817_M_bin.12_3	0	0	0	0	0	0	0	

k127_21210817_M_bin.12_4	2	1	1	0	1	1	1	

k127_21211587_M_bin.21_1	0	0	0	0	0	0	0	

k127_21211587_M_bin.21_2	0	0	0	0	0	0	0	

k127_21211587_M_bin.21_3	0	0	0	0	0	0	0	

k127_21211587_M_bin.21_4	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_1	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_10	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_11	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_12	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_13	0	0	0	0	0	0	0	

k127_21212976_M_bin.8_14	0	0	0	0	0	0	0	

